Tammy,Stuart,3193002227,1970-04-03,9,1150
Gina,Hart,5489805800,1969-12-22,9,1150
Gage,Gardner,4837054146,1968-07-15,9,1150
Skyler,Neal,5165975196,1967-12-20,9,1150
Terri,Jimenez,1232290729,1983-02-27,9,1150
Lee,Holcomb,5385434610,1982-11-20,9,1150
Drew,Ball,5971191694,1969-06-12,10,1300
Dale,Kline,9667558137,1967-07-10,10,1300
Joel,Vaughan,9054538717,1980-02-02,10,1300
Bill,West,8220136935,1963-03-15,10,1300
Margaret,Velazquez,6555551816,1970-05-24,10,1300
Marsha,Shelton,4756301014,1955-09-10,10,1300
Debra,Bailey,7673224249,1955-01-15,10,1300
Pat,Shields,8079051745,1984-01-23,10,1300
Bobbie,Hardy,3093185423,1963-11-06,10,1300
Joel,Michael,9938689656,1955-04-19,10,1300
Brenda,Kent,0705067820,1957-08-30,10,1300
Deanna,Sanford,2720995984,1973-02-01,11,1350
Gina,Hurley,2482630037,1972-07-10,11,1350
Linda,Carney,5064298733,1968-02-23,11,1350
Vernon,Quinn,0219316633,1984-08-29,11,1350
Jay,Allen,9241496799,1956-04-24,11,1350
Ricky,McNeil,1058263061,1956-05-18,11,1350
Jill,Hoover,1530483937,1979-05-30,11,1350
Joe,Olsen,1808953675,1973-02-11,11,1350
William,Chan,2595452748,1976-10-24,11,1350
Jon,Roman,4150164908,1977-12-18,11,1350
Wendy,Fischer,4209844062,1972-04-02,11,1350
William,Valdez,4995808444,1964-02-25,11,1350
Melinda,Hopper,5211450746,1969-02-17,11,1350
Virginia,Boyle,6787077903,1968-11-14,11,1350
Sabrina,Burch,2135458592,1980-03-22,11,1350
Trevor,Bartlett,7209907028,1959-04-18,11,1350
Roberta,Sears,2817504805,1979-07-09,11,1350
Tim,McDowell,7589664621,1960-05-01,11,1350
Duane,Aguilar,2263154466,1979-05-23,11,1350
Melody,Mayo,2585703289,1960-02-23,11,1350
Drew,Le,2584818043,1982-02-07,11,1350
Troy,Walton,3278480519,1975-03-19,11,1350
Carolyn,Britt,6917108187,1962-02-24,12,1200
Dylan,Bauer,2974876962,1971-02-27,12,1200
Corey,Taylor,5710443053,1956-01-23,12,1200
Johnathan,McDonald,4615512841,1979-05-11,12,1200
Teresa,Hughes,6808539949,1959-02-09,12,1200
Jessica,Lang,3492596967,1959-03-17,12,1200
Harry,Morrison,9625338787,1966-04-12,12,1200
Sherry,Blanchard,8177927050,1959-03-29,12,1200
Ian,Solomon,5522347065,1964-03-30,12,1200
Phyllis,Murphy,0741412561,1964-04-26,12,1200
Cynthia,Lamb,7789172341,1971-02-07,13,1200
Aaron,Chase,3053452592,1974-01-09,13,1200
Joann,Dillon,6712274352,1978-12-30,13,1200
Corey,Vazquez,0585979141,1961-10-13,14,1150
Rachel,Garrett,0120652859,1980-12-24,14,1150
Terry,Clayton,7119427572,1983-10-20,14,1150
Cheryl,Russo,4074281137,1976-04-18,14,1150
Breanna,Hays,2772361212,1968-12-13,14,1150
Veronica,Kinney,6478098349,1964-05-12,15,1100
Brooklyn,Hunter,6066262012,1984-04-10,15,1100
Jodi,Carroll,7257897751,1958-11-24,16,1250
Jerry,Hamilton,9005573773,1976-11-28,16,1250
Harold,Hays,5893461080,1974-06-24,16,1250
Theresa,Blanchard,2191742971,1957-12-27,16,1250
Clarence,McCray,8143731164,1978-12-20,16,1250
Paige,Moreno,8595922027,1966-03-23,17,1250
Alisha,Sawyer,9745284044,1982-06-07,17,1250
Angela,Richmond,3072066305,1962-11-02,17,1250
Vickie,Mueller,7306275055,1979-11-20,18,1300
Gregory,Whitaker,0031182984,1960-01-27,18,1300
Mother,Hall,3954560681,1966-08-26,18,1300
Tracie,Workman,0815878250,1959-05-30,18,1300
Dennis,Tucker,8875629227,1964-01-22,18,1300
Samantha,Deleon,7988942980,1970-08-03,19,1400
Ted,Lynch,9619378767,1968-05-30,19,1400
Diana,Donovan,2012470232,1974-06-30,19,1400
Sam,Chang,9039588601,1963-07-16,19,1400
Harley,Mayer,9342323733,1981-06-06,19,1400
Tiffany,Gonzalez,3184507124,1963-12-13,19,1400
Amy,Conrad,4439792071,1958-02-21,20,1350
Leah,Roberts,1375478925,1965-02-02,20,1350
Gregory,Jacobson,0650860302,1958-01-15,20,1350
Kathryn,Woodard,8442898711,1982-04-14,20,1350
Kristy,McKenzie,4429837951,1973-10-31,20,1350
Angie,Elliott,7323176375,1979-06-03,20,1350
Stanley,Francis,8095664561,1983-03-30,20,1350
Carol,Maynard,8013151335,1976-03-01,20,1350
Ronald,Berg,9795244673,1961-08-26,20,1350
Kristina,Juarez,5146262701,1983-05-27,20,1350
Sheila,Good,6979942409,1976-03-24,20,1350
Greg,Klein,5944488307,1979-12-09,20,1350
Paige,Ramirez,0337447740,1976-01-09,20,1350
Gabriel,Hewitt,7049667170,1962-09-16,21,1250
Loretta,Nieves,8729808390,1956-02-07,21,1250
Isaac,Ewing,7681310738,1979-02-12,21,1250
John,Walters,3572461107,1982-02-26,21,1250
Rochelle,Craig,6548719637,1957-01-30,22,1300
Kayla,Edwards,9635515454,1965-05-28,22,1300
Ronda,Stevenson,1748336230,1978-06-29,22,1300
Dawn,Casey,7062958878,1984-08-22,22,1300
Vicky,Bernard,5691047526,1955-05-08,22,1300
Joyce,Mayo,8325018618,1962-10-21,23,1350
Jeff,Galloway,1716116574,1980-04-12,23,1350
Miranda,Baird,9193571088,1969-04-22,23,1350
Kevin,Crane,2204926594,1983-08-02,23,1350
Everett,Thomas,5192544392,1984-01-26,23,1350
Evelyn,Guthrie,8253657752,1971-01-13,23,1350
Melody,Pacheco,8143513834,1975-12-13,23,1350
Laura,Wiley,1349429346,1959-04-08,23,1350
Kathy,Deleon,4182982248,1971-02-10,23,1350
Misty,Pena,0663001871,1978-08-13,23,1350
Anna,Kline,5437323712,1970-05-18,24,1300
Lindsey,Patrick,0901571272,1981-07-09,24,1300
Martin,Terrell,4996663902,1962-05-25,24,1300
Susan,Tyler,7954338686,1971-04-02,24,1300
Derek,Clark,9165251020,1983-06-06,24,1300
Faith,Case,7896856604,1970-03-10,24,1300
Katrina,Stanton,0358439017,1969-03-11,25,1350
Vivian,Phelps,6290422890,1966-02-12,25,1350
Juanita,Garrison,5878252682,1966-05-09,25,1350
Father,Stephens,2225611075,1983-05-11,26,1200
Alex,Peters,0588638533,1960-06-23,26,1200
Shawna,Parrish,3238853224,1982-11-21,26,1200
Cameron,Jones,2104046917,1978-06-03,26,1200
Johnny,Barron,3127818349,1976-09-03,26,1200
Eddie,Fleming,4672666392,1971-12-23,26,1200
Larry,Dennis,7035007229,1974-05-26,26,1200
Richard,Chen,5450101403,1958-02-09,26,1200
Alice,Dudley,8930493937,1965-05-23,26,1200
Shaun,Barry,1283373792,1959-11-08,27,1350
Mitchell,Cantu,1197298560,1957-07-21,27,1350
Kim,Dalton,2342648566,1983-02-26,27,1350
Erica,Tran,6587154297,1975-05-19,27,1350
Everett,McCoy,2898696957,1963-11-01,27,1350
Arthur,Vasquez,9309976876,1980-09-08,27,1350
Christoph,Chambers,9970984411,1980-01-10,27,1350
Michelle,Hancock,8840581251,1959-11-09,27,1350
Jodi,Stewart,6079760506,1956-07-28,27,1350
Stephen,Huff,5263131055,1967-07-21,27,1350
Savannah,Carter,1799984838,1965-04-22,28,1300
Curtis,Parks,4604407221,1958-03-01,28,1300
Terri,Medina,1478154906,1977-10-16,28,1300
Terri,Schultz,9640494143,1975-04-20,28,1300
Margaret,Cunningham,4713198521,1962-12-29,28,1300
Rob,McGuire,6751595437,1970-12-10,28,1300
George,Norton,1016513466,1980-09-05,28,1300
Beth,Green,0624757920,1977-04-16,28,1300
Mitchell,Ross,3134324318,1962-07-17,28,1300
Eddie,Townsend,2556502892,1980-04-19,28,1300
Pete,Key,2200719311,1959-10-15,29,1400
Johnny,Cortez,8237209323,1977-04-22,29,1400
Becky,Buckner,5482800157,1955-03-09,29,1400
Rick,Finch,3059819288,1974-11-07,29,1400
Billy,Crane,0091934075,1966-07-21,29,1400
Joey,Morton,6312901871,1974-01-11,29,1400
Eugene,Nicholson,8984479508,1980-04-04,29,1400
Gail,Weeks,6806372557,1960-05-12,29,1400
Angel,Abbott,9611313769,1964-04-28,29,1400
Earl,Osborne,5638962273,1983-02-14,29,1400
Albert,Hickman,7833441233,1976-08-12,29,1400
Christy,Frye,6845789259,1976-03-08,29,1400
Levi,Cameron,0880738130,1976-09-18,29,1400
Unborn,Witt,6511726758,1960-05-25,29,1400
Fred,Winters,4900289375,1977-04-21,29,1400
Raymond,Slater,0682388717,1973-12-01,30,1300
Levi,Taylor,0659293666,1965-08-18,30,1300
Patricia,Simmons,3977863651,1971-12-19,30,1300
Keith,Morris,7474476451,1962-06-30,30,1300
Cory,Kline,1061121543,1975-05-12,30,1300
Samuel,Durham,4632565227,1982-02-26,30,1300
Mary,Pennington,5404070980,1977-05-24,30,1300
Brenda,Mack,4068348385,1978-09-06,31,1350
Whitney,Bartlett,9714399214,1968-05-05,31,1350
Christopher,Ward,9795734471,1958-06-30,31,1350
Bradley,Buck,7688219330,1977-11-14,31,1350
Jean,Roman,8389338778,1956-05-30,31,1350
Greg,Davenport,9685016831,1956-05-13,31,1350
Joey,Vaughan,3266430312,1984-06-13,32,1450
Bonnie,McCall,0756106401,1967-03-12,32,1450
Brandon,Sandoval,0304309820,1956-12-28,32,1450
Cody,Malone,8103620517,1968-02-02,32,1450
Nicholas,Reese,5516458940,1955-02-25,32,1450
Myron,Boyer,3398794740,1955-01-26,32,1450
Jill,Garrett,6577887302,1972-06-11,32,1450
Amanda,Knox,7241918420,1971-05-17,32,1450
Tiffany,Monroe,5280095263,1961-08-21,32,1450
Sam,Battle,2502058289,1963-04-29,32,1450
Marvin,Gonzales,9094514392,1957-05-21,32,1450
Jackie,Morris,4723687182,1983-08-08,32,1450
Allen,Herman,3107444044,1977-12-19,32,1450
Rod,Roberts,0902126146,1980-05-05,32,1450
Jamie,Donovan,5710593280,1967-03-13,33,1500
Mason,Elliott,5729844745,1955-09-08,33,1500
Megan,Pennington,7880802387,1972-06-21,33,1500
Beth,Hartman,4903819991,1957-07-12,34,1200
Gary,Garrison,8384014422,1981-08-28,34,1200
Lloyd,Moody,5988511992,1978-05-22,34,1200
Brady,McKenzie,5323768379,1977-07-01,34,1200
Cheyenne,Schwartz,8740156077,1970-12-13,35,1300
Jason,Castaneda,1435755360,1958-06-06,35,1300
Mandy,Kerr,3568388283,1978-04-20,35,1300
Donna,Fowler,6534563648,1961-07-02,35,1300
Gabriel,Kirkland,1271831355,1965-06-01,35,1300
Vivian,Alvarez,5139131567,1977-12-21,36,1400
Chase,Strong,8563662181,1961-09-23,36,1400
Randi,Rollins,5080290150,1956-05-06,36,1400
Hope,Gamble,6687403607,1971-11-27,36,1400
Audrey,Olson,8296129678,1956-08-09,36,1400
Dana,Kirk,5804260766,1969-05-22,36,1400
Kenny,Whitaker,1610150129,1968-10-11,36,1400
Mitchell,Valentine,8518425851,1972-04-24,37,1350
Margaret,Terrell,5002915737,1960-06-16,37,1350
Brett,Jefferson,8818282671,1956-12-30,37,1350
Alice,McGuire,5739437426,1974-07-19,37,1350
Taylor,Calhoun,1639862617,1979-05-27,37,1350
Christopher,Henry,9743539441,1962-08-30,37,1350
Kathryn,Fowler,9971107922,1968-04-08,37,1350
Chris,Sears,3678985314,1969-12-08,37,1350
Stephanie,Huber,2535799894,1972-11-04,37,1350
Anita,Cortez,8107688282,1963-12-30,38,1300
Patrick,Tyler,3372448593,1983-08-12,38,1300
Courtney,Stokes,2949909981,1972-06-30,38,1300
Abby,Duncan,2863119185,1964-05-01,38,1300
Heather,Cooley,4739626190,1960-02-29,38,1300
Shanna,Pitts,2575345768,1958-10-31,38,1300
Joshua,Burgess,2765725927,1964-12-31,38,1300
Tracey,Carver,6738673732,1960-04-23,38,1300
Lisa,Bowman,2321721415,1981-04-27,38,1300
Shawn,Rowe,6400297872,1974-10-07,38,1300
Dorothy,Madden,0131914924,1978-03-06,38,1300
Katherine,Leach,3758134577,1971-08-06,38,1300
Wesley,Salinas,2212595666,1956-03-07,38,1300
Alexis,Peters,9724188837,1955-10-11,38,1300
Andy,Bullock,3460259625,1960-08-21,38,1300
Clint,Spence,2942344059,1980-08-29,38,1300
Allen,Powers,4911073455,1975-03-29,38,1300
Dana,Schwartz,1347218164,1969-03-10,39,1300
Paige,Rush,8146162423,1984-08-17,39,1300
Nick,McGee,9357112002,1984-10-08,39,1300
Mitchell,Church,1825174427,1983-07-27,39,1300
Mother,Turner,3998850000,1972-02-11,39,1300
Kaylee,Perry,0434053668,1974-04-10,40,1100
Josh,Farrell,0339076340,1973-05-01,41,1200
Albert,Bond,0590092686,1965-07-22,41,1200
Diane,Austin,4297232363,1983-10-10,41,1200
Diane,Buchanan,7440667163,1984-05-13,41,1200
Dusty,Kane,7580220255,1962-07-11,41,1200
Don,Hayden,1899381174,1962-06-19,42,1300
Peggy,Goodwin,4685484183,1962-03-05,42,1300
Jesse,Ware,8556167081,1983-08-12,42,1300
Everett,Hebert,8394984206,1967-03-12,42,1300
Connie,French,5449645151,1983-11-16,42,1300
Crystal,Hayden,1990907913,1976-08-06,42,1300
Jennifer,Ortega,0535777200,1977-03-24,42,1300
Pete,Welch,7548773310,1978-11-19,42,1300
Don,Avila,0702172013,1958-03-13,42,1300
Pat,Saunders,7886163635,1963-12-06,42,1300
Ethan,Velez,5424972949,1970-02-19,42,1300
Heath,Cantu,7370928483,1970-08-19,42,1300
Corey,Wright,5866334467,1981-10-11,42,1300
Tina,Deleon,5114271038,1973-06-19,42,1300
Autumn,McLaughlin,1667840287,1974-10-28,42,1300
Kimberly,Mejia,0755246227,1958-05-15,43,1300
Denise,Wong,4695283620,1979-04-10,43,1300
Marie,Aguirre,0383307579,1955-07-29,44,1200
Wanda,McFadden,8404473122,1971-02-22,44,1200
Kathryn,Palmer,5798371633,1971-12-16,44,1200
Shawna,Robinson,3871280496,1984-09-23,44,1200
Devin,Marsh,4723340757,1961-05-15,44,1200
Arthur,Dillard,5510497992,1970-04-03,44,1200
Andrea,Carr,4936403891,1972-03-02,44,1200
Rocky,Ewing,8035962445,1966-10-13,44,1200
Natasha,Edwards,3513842886,1959-06-03,44,1200
Katie,Tillman,4514697591,1975-05-26,44,1200
Dallas,Flores,4054295674,1969-11-07,45,1250
Clifford,Wiley,0373904417,1959-09-23,45,1250
Brandi,Davis,6192465949,1981-08-04,45,1250
Victoria,Tate,2750099666,1964-11-09,45,1250
Carol,Mason,3289639402,1969-07-29,45,1250
Dustin,Solomon,5378346240,1966-04-05,45,1250
Nick,Haley,4064051678,1956-08-17,45,1250
Herbert,Mooney,4516632006,1971-11-06,45,1250
Greg,Crawford,9130023088,1974-12-04,45,1250
Cassandra,Guerra,9068284473,1976-03-10,45,1250
Wesley,McCray,8157237584,1979-07-14,45,1250
Regina,Randolph,3790069505,1965-01-20,46,1250
Travis,Bowman,3079423101,1968-01-27,46,1250
Kayla,Lloyd,6170236411,1958-02-23,46,1250
Tony,Garrett,1177425545,1976-04-12,46,1250
Eugene,Willis,0738351006,1981-01-04,46,1250
Mitchell,Zimmerman,8170681032,1961-06-21,47,1250
Cathy,Pennington,1228352293,1982-03-26,47,1250
Harry,Hubbard,0267245872,1972-07-16,48,1400
Bob,Buckner,2440903864,1972-09-02,48,1400
Gregory,Sloan,8285764447,1967-02-13,48,1400
Sara,Clarke,9674962242,1982-08-15,48,1400
Kathleen,Figueroa,1369040240,1979-09-23,48,1400
Sean,Finley,3887581742,1968-01-25,48,1400
Breanna,McCall,6145645120,1981-06-23,48,1400
Corey,Randall,1831455876,1979-09-21,49,1350
Savannah,Holden,7589248954,1956-06-29,49,1350
Rochelle,Shepard,0779117438,1983-04-26,49,1350
Sierra,Hendrix,6421089971,1983-12-03,49,1350
Diana,Bishop,6680295524,1966-05-07,49,1350
Kelsey,Sherman,1046083379,1981-10-10,49,1350
Arthur,Holden,4643232319,1965-12-17,49,1350
Shawn,Gonzalez,7278285376,1979-02-16,49,1350
Chris,Jacobs,9295306991,1979-06-26,49,1350
Doug,Dale,3727765350,1971-07-11,49,1350
Veronica,Klein,7800048145,1975-08-18,49,1350
Paul,Brown,2370140554,1966-11-26,49,1350
Tina,Orr,2746764965,1958-01-29,49,1350
Sandy,Hopkins,6643837745,1981-09-06,49,1350
Lori,Patrick,8981994284,1975-06-01,50,1150
Shanda,Hall,8084345811,1958-08-07,50,1150
Kelly,Owen,9473926763,1974-03-20,51,1300
Ryan,Owen,1573829044,1957-03-23,51,1300
Everett,Castro,1953280114,1975-10-16,51,1300
Darla,Hardy,6971756539,1962-08-17,51,1300
Rose,Clarke,0003067744,1978-12-17,51,1300
Jay,Lee,3281041997,1960-01-13,51,1300
Andrew,Nash,1717287450,1974-05-25,51,1300
Isaac,Perez,2172264384,1976-04-04,51,1300
Jon,Meyer,9184307427,1957-01-24,51,1300
Devin,Olson,8940863831,1966-07-15,51,1300
Pamela,Best,0875965008,1956-05-10,51,1300
Shawn,McIntosh,6210745982,1979-04-24,52,1400
Craig,Stone,4056082228,1979-05-15,52,1400
Billy,House,9410988833,1974-05-24,52,1400
Virginia,Lester,2341066947,1982-08-12,52,1400
Stephen,Wiggins,8458818540,1968-11-11,53,1400
Ethan,Frank,2185009696,1963-03-02,53,1400
Lois,Carrillo,7952814941,1984-11-10,53,1400
Rhonda,Blair,8030148165,1961-09-14,53,1400
Cindy,Hahn,5970012060,1965-10-24,53,1400
Kaitlyn,Decker,6867590348,1959-09-14,53,1400
Jacob,Barr,8742860486,1970-10-01,53,1400
Mary ann,Simpson,4371882995,1977-09-01,53,1400
Fred,Sweeney,7508264510,1978-03-20,53,1400
Dana,Hendrix,9942755371,1980-01-24,53,1400
Brett,Park,1368826609,1964-05-21,53,1400
Rachael,Rich,3919361198,1966-12-13,53,1400
Angie,Flores,3063129801,1963-02-14,53,1400
Michael,Vasquez,5929413989,1984-11-25,54,1200
Bill,Berry,9744561546,1977-02-20,55,1250
Erika,Decker,7035824566,1957-07-02,55,1250
Julia,Hensley,1589472631,1956-04-10,55,1250
Melissa,Stevens,1056823474,1958-11-12,55,1250
Dustin,Salazar,8956528437,1971-05-21,55,1250
Jodi,Adkins,2259953054,1964-03-08,55,1250
Devin,Vasquez,9358931647,1965-03-06,55,1250
Regina,Clark,1837028656,1974-03-27,55,1250
Ashley,Malone,4905474026,1978-01-10,55,1250
Jacob,Chambers,0114432474,1974-07-06,56,1300
Stanley,Benton,7161241940,1967-11-01,56,1300
Susan,Haynes,3676215766,1961-03-17,56,1300
Tabitha,Rollins,1887121962,1968-05-24,56,1300
Margaret,Eaton,1785209384,1964-12-21,56,1300
Rick,Buck,8568510677,1957-11-21,56,1300
Vicki,Carney,3053336014,1966-12-13,56,1300
Heather,William,4657920529,1962-11-18,56,1300
Vanessa,Armstrong,8574514401,1979-03-28,56,1300
Brandy,Campos,4621692249,1980-09-15,56,1300
Sabrina,Hopper,1837114064,1975-04-23,56,1300
Regina,Rivas,1729243576,1955-10-16,57,1300
Joann,Ayala,5657397905,1971-02-06,57,1300
Anthony,Edwards,2544883983,1971-08-17,57,1300
Kelly,Vasquez,5623681792,1977-03-04,57,1300
Jennifer,Hill,5403525393,1975-10-28,57,1300
Judy,Wilder,6932221446,1975-07-20,57,1300
Pamela,Arnold,7829714885,1971-06-20,57,1300
Brent,Kelly,8346263370,1957-01-11,57,1300
Brittany,Cruz,8203272156,1964-09-30,57,1300
April,Henderson,5121881419,1970-02-02,58,1150
Leslie,Hudson,6938359675,1983-10-25,59,1200
Vivian,Gardner,6563232979,1961-09-03,59,1200
Denise,Hendrix,9013197074,1963-10-27,59,1200
Russell,Reese,6786978466,1978-04-15,60,1400
Dawn,Gibbs,5594494031,1975-11-17,60,1400
Sally,Gregory,2323643543,1955-08-06,60,1400
Anita,Combs,6700681987,1962-07-24,60,1400
Sara,Horton,6285849235,1972-02-15,61,1250
Sue,Riddle,0346950795,1975-02-25,61,1250
Sydney,Workman,5733886476,1968-08-14,61,1250
Haley,Gilliam,3577665717,1962-01-31,61,1250
Sara,Lara,0901740005,1984-07-03,61,1250
Randi,Guy,0773711880,1972-11-10,62,1450
Harley,Mayo,3768459585,1971-03-09,63,1150
Hope,Juarez,0393855099,1973-05-10,63,1150
Paul,Turner,4963132369,1970-01-01,63,1150
Alex,Riggs,6653215792,1976-11-11,63,1150
Gail,McGee,8977289717,1961-03-20,64,1250
Ellen,Whitehead,2947423938,1982-01-27,64,1250
Rachel,Bell,5754446336,1968-05-17,64,1250
Kyle,Jones,9653823412,1960-01-17,64,1250
Gloria,Rich,2622980545,1976-04-13,64,1250
Steven,Alford,5900525363,1975-08-13,64,1250
Ronda,Lindsay,1245550886,1984-10-05,64,1250
Tyler,Cotton,2657100551,1979-09-07,64,1250
Harold,Butler,1462410434,1984-07-23,64,1250
Kayla,Farrell,5503347751,1976-02-12,64,1250
Diane,Murray,4956276436,1983-08-24,64,1250
Tiffany,McKee,0032734679,1979-11-04,65,1300
Nicole,Hill,7366170529,1955-04-18,65,1300
Myron,Gamble,0617745143,1970-05-14,65,1300
Alissa,Harvey,6607621702,1981-12-19,66,1450
Donnie,Kim,5209257246,1961-12-04,66,1450
Heath,Barrera,4436958443,1963-04-27,66,1450
Greg,Horn,7959896318,1977-06-12,66,1450
Brianna,Vinson,4205714237,1970-08-26,66,1450
Lloyd,McFarland,9828246819,1983-09-30,66,1450
Crystal,Stewart,2722440389,1975-07-15,66,1450
Krista,Rosa,7529636548,1964-06-20,66,1450
Rodney,Cobb,1929863316,1956-01-30,66,1450
Ernest,Thompson,9515519633,1960-03-22,67,1400
Shanda,Strickland,5299557752,1981-01-10,67,1400
Johnny,Dunn,8818015263,1970-07-26,67,1400
Bobby,Travis,0219541468,1959-01-30,67,1400
Alice,Blake,9401962417,1977-12-20,67,1400
Chester,Wall,1139823825,1977-11-07,67,1400
Nicole,Cabrera,5634221988,1960-08-30,67,1400
Terry,Serrano,9677105995,1980-07-21,67,1400
Dalton,Gray,2248669007,1971-10-17,67,1400
Peggy,Patton,2927687617,1967-08-24,67,1400
Mickey,Combs,8864602315,1982-02-03,67,1400
Don,Solis,2684181932,1968-04-08,67,1400
Phyllis,Hobbs,4889461384,1956-12-14,67,1400
Tom,Wilkinson,6734258981,1969-09-27,67,1400
Barb,Bell,9700191510,1977-12-29,67,1400
Max,Acevedo,9703002250,1965-09-09,67,1400
Emily,Banks,1214810976,1966-01-13,67,1400
Shirley,Rollins,3554528092,1979-05-12,68,1300
Veronica,Blevins,0901827570,1980-11-19,68,1300
Shanna,Horn,0065723405,1979-09-11,68,1300
Cheyenne,Benjamin,8157548321,1957-10-28,69,1400
Caleb,Petersen,7287763136,1971-12-04,69,1400
Nicole,Ball,8259742046,1967-07-31,69,1400
Douglas,Valenzuela,7852970542,1957-05-26,69,1400
James,Huber,3404779779,1973-01-24,69,1400
Rod,Spears,3637129301,1962-04-22,69,1400
Corey,Stevenson,0564049523,1974-06-26,69,1400
Rod,Mercado,9572955548,1978-06-11,69,1400
Stephen,Rocha,6268216883,1962-02-23,69,1400
Joanne,Dixon,5888135436,1976-12-20,69,1400
Rachael,Rosales,7548192936,1960-08-29,69,1400
Clint,Hickman,7560468735,1963-06-19,69,1400
Sheila,Leach,4585496126,1966-05-25,69,1400
Noah,Wong,4135519380,1964-06-25,69,1400
Pat,Kirby,7666843253,1955-06-08,69,1400
Jody,Fischer,9358414505,1963-07-11,69,1400
Leah,Freeman,4428344361,1968-11-02,69,1400
Ray,Oliver,1403780153,1959-06-22,69,1400
Joey,Green,9677391075,1962-06-14,70,1300
Stacy,Ross,2418202364,1962-07-08,70,1300
Carla,Oliver,0130037495,1964-04-19,70,1300
Pat,Macias,6601152210,1978-07-01,70,1300
